Region,Sub-region,Country,Date Completed,1. At the woman's request,1a. To save a woman’s life,1b. To preserve a woman’s health,1c. To preserve a woman’s physical health,1d. To preserve a woman’s mental health,1e. In cases of intellectual or cognitive disability of the woman,1f. In cases of incest,1g. In cases of rape,1h. In cases of foetal impairment,1i. For economic or social reasons,1k. Other (please specify),2a. Gestational limit applies,2b. Authorization of health-care professional(s) required,2c. Parental consent required for minors,2d. Judicial authorization required for minors,2e. Husband’s consent required for married women,2f. Authorized in specially licensed facilities only,2g. Compulsory counselling,2h. Woman required to view ultrasound images and/or listen to foetal heartbeat,2i. Compulsory waiting period,2j. HIV test required,2k. Other STI test(s) required,2l. Police report required in case of rape,2m. Judicial authorization required in case of rape,2n. Prohibition of sex-selective abortion,2o. Other,8. Who can be criminally charged for an illegal abortion?
Oceania,Not Specified,Queensland,2023-12-07,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"In an emergency, a medical practitioner may perform a termination in case of a multiple pregnancy if they consider it is necessary to save the life of another fetus.",Yes,Yes,No,No,Not Specified,No,No,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"After 22 weeks the medical practitioner, in  considering whether a termination should be performed on a woman,  must consider— ""(a) all relevant medical circumstances; and (b) the woman’s current and future physical, psychological and social circumstances; and (c) the professional standards and guidelines that apply to the medical practitioner in relation to the performance of the termination.""","Provider, Person who helps a woman obtain abortion"
Oceania,Not Specified,South Australia,2023-12-07,Yes,Yes,Not Specified,Yes,Yes,Not Specified,Not Specified,Not Specified,Yes,Not Specified,One of the mandatory considerations for medical practitioners performing terminations after 22 weeks and 6 days includes whether it is essential to perform a termination of an affected foetus in a multiple pregnancy at a gestation that does not risk severe prematurity and its attendant consequences for the surviving foetus.,Yes,No,No,Not Specified,Not Specified,No,No,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Yes,Not Specified,"Provider, Person who helps a woman obtain abortion"
Oceania,Not Specified,Tasmania,2023-12-07,Yes,Not Specified,Not Specified,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Yes,No,No,Not Specified,No,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Provider, Person who helps a woman obtain abortion"
Oceania,Not Specified,Victoria,2023-12-07,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Circumstances in which abortion is considered to be appropriate.,Yes,Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Provider
Oceania,Not Specified,Western Australia,2023-12-07,No,No,No,Yes,Yes,No,No,No,Yes,Yes,"The woman will suffer serious personal, family or social consequences if the pregnancy is carried to term",Yes,Yes,No,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"In the case of a dependent minor, the Health Act requires that a custodial parent has been informed that the performance of an abortion is being considered and has been given the opportunity to participate in a counselling process and in consultations between the woman and her medical practitioner as to whether the abortion is to be performed.",Provider
Oceania,Polynesia,Cook Islands,2022-12-22,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Melanesia,Fiji,2022-12-22,Not Specified,Yes,Not Specified,Yes,Yes,Not Specified,Yes,Yes,Yes,Not Specified,     ,Yes,No,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Melanesia,Kiribati,2017-05-07,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Surgical operation performed upon any unborn child for the preservation of the mother's life, if the performance of the operation is reasonable, having regard to the patient's state at the time and to all the circumstances of the case.",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Melanesia,Marshall Islands,2022-12-22,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Oceania,Melanesia,Micronesia (Federated States Of),2017-05-07,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Not Specified
Oceania,Melanesia,Nauru,2017-05-07,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Surgical operation on, or giving medical treatment to an unborn child for the preservation of the mother’s life; the operation or treatment was performed or given in good faith and with reasonable care and skill; and performing the operation or giving the treatment was reasonable, having regard to the patient’s state at the time and all the circumstances of the case.",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Not Specified,New Zealand,2022-08-08,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Yes,No,No,No,Not Specified,Not Specified,No,No,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Person who helps a woman obtain abortion
Oceania,Polynesia,Niue,2022-11-28,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Melanesia,Palau,2017-05-07,No,No,No,No,No,No,No,No,No,No,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Provider, Person who helps a woman obtain abortion"
Oceania,Melanesia,Papua New Guinea,2018-11-14,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Surgical operation performed in good faith and with reasonable care and skill on… an unborn child for the preservation of the mother's life, if the performance of the operation is reasonable, having regard to the patient's state at the time and to all the circumstances of the case.",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Polynesia,Samoa,2022-08-08,No,Yes,No,Yes,Yes,No,No,No,No,No,"The person is contemplating suicide, very young and/or was raped.",Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Melanesia,Solomon Islands,2022-12-22,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Surgical operation performed in good faith and with reasonable care and skill upon an unborn child for the preservation of the mother's life, if the performance of the operation is reasonable, having regard to the patient's state at the time and to all the circumstances of the case.",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Polynesia,Tonga,2020-04-22,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Polynesia,Tuvalu,2018-11-14,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Medical indications. Surgical operation performed in good faith and with reasonable care and skill upon any unborn child for the preservation of the mother’s life, if the performance of the operation is reasonable, having regard to the patient’s state at the time and to all the circumstances of the case.",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Oceania,Melanesia,Vanuatu,2017-05-07,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,If the miscarriage procured constituted a termination of pregnancy for good medical reasons,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
